"version","generated_at","figure","category","purpose","original_path","original_relative_path","fixed_path","fixed_relative_path","size_bytes","sha256","fixed_status","fixed_method","note"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\04_render_Figure4_TCGA_v37_2.R","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\04_render_Figure4_TCGA_v37_2.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\04_render_Figure4_TCGA_v37_2.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\04_render_Figure4_TCGA_v37_2.R","4199","84180DA244BA8F584F7597A716C4F2B79E7E69FCD396F707A11B151C6B132E42","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\05_render_Figure5_immune_v37_2.R","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\05_render_Figure5_immune_v37_2.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\05_render_Figure5_immune_v37_2.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\05_render_Figure5_immune_v37_2.R","3689","023E5DE2F15E9DD5D2EC75C7F2E08ADBA300ADF0776F2D115D6DF7A4072DE543","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\06_render_Figure6_scRNA_panel_assembly_v37_2.R","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\06_render_Figure6_scRNA_panel_assembly_v37_2.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\06_render_Figure6_scRNA_panel_assembly_v37_2.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\06_render_Figure6_scRNA_panel_assembly_v37_2.R","3510","4E950C03B4C6A803C4C2C8D508E3B4CB9076CBA45EF7850467ED23D2679BEADF","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\07_render_Figure7_support_layer_v37_2.R","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\01_R_code\07_render_Figure7_support_layer_v37_2.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\07_render_Figure7_support_layer_v37_2.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\07_render_Figure7_support_layer_v37_2.R","6666","E43C21E7C40C5484E004480D47E3C743AF00025DD16DE9576421471A9F57946B","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\check_v37_2_outputs.ps1","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\check_v37_2_outputs.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\check_v37_2_outputs.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\check_v37_2_outputs.ps1","1258","73150BF0A4DE8E37627C2BDA435D4D04D50DBDD31F3E3B9ECEFF14D351C9BB82","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\freeze_all_figure_sources_v37_2.ps1","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\freeze_all_figure_sources_v37_2.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\freeze_all_figure_sources_v37_2.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\freeze_all_figure_sources_v37_2.ps1","7028","1DA12BCC30B50C0D692E4E27759750E5D107D0A3FE7D808118696956E5ADF6A3","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\install_v37_2_R_packages.ps1","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\install_v37_2_R_packages.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\install_v37_2_R_packages.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\install_v37_2_R_packages.ps1","703","F83A517A2453DEAEE6F62A2ED8602F8EC254D7984289E5E17CB3FAEAB408B07A","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\run_v37_2_all_figures_traceable_R_rerun.ps1","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\02_run_scripts\run_v37_2_all_figures_traceable_R_rerun.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\run_v37_2_all_figures_traceable_R_rerun.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\run_v37_2_all_figures_traceable_R_rerun.ps1","1813","F72ECC6A56A2F781FD6089F5FE236FEDA3B4F77D231B6A4A09CAC6203E0204E4","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\03_source_map\Figure_1_to_7_source_candidate_patterns_v37_2.csv","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\03_source_map\Figure_1_to_7_source_candidate_patterns_v37_2.csv","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\Figure_1_to_7_source_candidate_patterns_v37_2.csv","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\Figure_1_to_7_source_candidate_patterns_v37_2.csv","2900","F47070AA9326BC93F7201131AE32FC1F6B76C58E14E6CF8535DE174B865C4DBF","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\04_workflow_records\MR_IL6R_CRC_workflow_progress_2026-05-16_v37_2_all_figures_traceability.md","2_code\99_reporting\v37_2_all_figures_traceable_R_rerun\04_workflow_records\MR_IL6R_CRC_workflow_progress_2026-05-16_v37_2_all_figures_traceability.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_workflow_progress_2026-05-16_v37_2_all_figures_traceability.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_workflow_progress_2026-05-16_v37_2_all_figures_traceability.md","1059","31DA97DE12D046013B0025864271AC4D936F4D2F94381B6B9C29191441914E3B","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\00_Report\MR_IL6R_CRC_v38_v37_2_audit_report.md","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\00_Report\MR_IL6R_CRC_v38_v37_2_audit_report.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_v38_v37_2_audit_report.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_v38_v37_2_audit_report.md","2847","58F64F3879E1F6EBD9086D0DEDF59FE98D611F1F60D229156A48738917E84A25","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_execution_visual_audit_summary.csv","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_execution_visual_audit_summary.csv","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_execution_visual_audit_summary.csv","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_execution_visual_audit_summary.csv","1280","E44B72AB204A842172E2378902E9DDABFAE488818D0D563021204E06789F5806","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_output_inventory.csv","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_output_inventory.csv","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_output_inventory.csv","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_output_inventory.csv","2307","8F93A5A8D033985472DA33527C673CC8B7CFEA105DA5DC5AE6DBB5360341A7ED","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_source_traceability_summary_parsed.csv","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\01_Audit_Tables\v37_2_source_traceability_summary_parsed.csv","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_source_traceability_summary_parsed.csv","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\v37_2_source_traceability_summary_parsed.csv","1247","93634806314ADE3E76C946BA77C70ADD60A9C518840C71E280F746641BE94186","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\00_v37_3_helpers.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\00_v37_3_helpers.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\00_v37_3_helpers.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\00_v37_3_helpers.R","4264","84CCB7ABD94F1C17825901332DB5B683F58104E8727D0DB3FEF60138BAD83380","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\01_fix_Figure1_workflow_v37_3.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\01_fix_Figure1_workflow_v37_3.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\01_fix_Figure1_workflow_v37_3.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\01_fix_Figure1_workflow_v37_3.R","3463","EA9DA632C028D89702C604A85169D84A9F1A6A43D2E1E688766F31BF3DDD48B5","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\02_fix_Figure2_MR_v37_3.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\02_fix_Figure2_MR_v37_3.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\02_fix_Figure2_MR_v37_3.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\02_fix_Figure2_MR_v37_3.R","3879","963B12DA30897DC954E5553B2BA7F8228DD103C4CDF79C40144D406C1148CFBA","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\03_fix_Figure4_TCGA_v37_3.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\03_fix_Figure4_TCGA_v37_3.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\03_fix_Figure4_TCGA_v37_3.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\03_fix_Figure4_TCGA_v37_3.R","2309","DABD8E5C06AEDC52A87C2AEF3DDBA8F02D1DE677C78730D178EE9C75D8559054","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\04_fix_Figure6_scRNA_assembly_v37_3.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\04_fix_Figure6_scRNA_assembly_v37_3.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\04_fix_Figure6_scRNA_assembly_v37_3.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\04_fix_Figure6_scRNA_assembly_v37_3.R","2501","23E49947ACBF15A895DEA24C1088714778BD45695C4BC739DF9371F1E32F00EC","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\05_fix_Figure7_IL6R_centered_v37_3.R","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\01_R_code\05_fix_Figure7_IL6R_centered_v37_3.R","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\05_fix_Figure7_IL6R_centered_v37_3.R","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\05_fix_Figure7_IL6R_centered_v37_3.R","5328","0CFE95CECDAC90CBD7F12E36685E22A7AEFBDCEF6EB0202AF48D81B4689AB447","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\check_v37_3_outputs.ps1","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\check_v37_3_outputs.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\check_v37_3_outputs.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\check_v37_3_outputs.ps1","816","8D0028C39FF0767BF1B615A23C4E61F39F2CBF63E62A82AF3B13609E7960AE4C","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\install_v37_3_R_packages.ps1","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\install_v37_3_R_packages.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\install_v37_3_R_packages.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\install_v37_3_R_packages.ps1","456","A3D0C358DFDA8F37417120E9BDCAC9BFF18C504BC62DA6158F93339ED7DC1122","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\run_v37_3_Rcode_hotfix.ps1","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\02_run_scripts\run_v37_3_Rcode_hotfix.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\run_v37_3_Rcode_hotfix.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\run_v37_3_Rcode_hotfix.ps1","1182","5380019D5892592839288212A431DDF113646C583DB9A7B387411A0E1606E590","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\03_README\README_v37_3_Rcode_hotfix.md","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\02_R_hotfix_v37_3\03_README\README_v37_3_Rcode_hotfix.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\README_v37_3_Rcode_hotfix.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\README_v37_3_Rcode_hotfix.md","586","2842033EDE55A7C97DC0A1826024377F608F78E6C40CFD9060622087B8C812C7","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\03_Workflow_Records\MR_IL6R_CRC_workflow_progress_2026-05-16_v38_audit_v37_3_hotfix.md","2_code\99_reporting\v37_3_Rcode_hotfix_after_v37_2\03_Workflow_Records\MR_IL6R_CRC_workflow_progress_2026-05-16_v38_audit_v37_3_hotfix.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_workflow_progress_2026-05-16_v38_audit_v37_3_hotfix.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\MR_IL6R_CRC_workflow_progress_2026-05-16_v38_audit_v37_3_hotfix.md","697","AA9EEB9E2B3118AB51CD33CF9E44279057725132D81373D465A37A8A0A441F9E","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\00_README\README_v37_4_traceability_repair.md","2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\00_README\README_v37_4_traceability_repair.md","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\README_v37_4_traceability_repair.md","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\README_v37_4_traceability_repair.md","2332","8C1CFD6E7FE33E8587C0BA3CBA97C4F2455025C82CFE4F4405C9C81C7913A017","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\01_diagnose_v37_3_empty_output.ps1","2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\01_diagnose_v37_3_empty_output.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\01_diagnose_v37_3_empty_output.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\01_diagnose_v37_3_empty_output.ps1","2117","F6BEAB2E10C3D39DFA95ABD7F6D79F5FB2785647A3CC8E58C9305B09D07EDAC5","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\02_repair_v37_3_traceability_from_existing_outputs.ps1","2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\02_repair_v37_3_traceability_from_existing_outputs.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\02_repair_v37_3_traceability_from_existing_outputs.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\02_repair_v37_3_traceability_from_existing_outputs.ps1","14022","47BAB12968ED521E3BB1F8301960E6B15C524613A66769323BC34D570884C8BA","fixed","copy","Matched 2_code\99_reporting\*v37*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:16:30","Figure_2","global_reporting_code","Reporting/rerun framework scripts relevant to reproducibility","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\03_check_v37_3_traceability_repair.ps1","2_code\99_reporting\v37_4_traceability_repair_after_empty_v37_3\01_powershell\03_check_v37_3_traceability_repair.ps1","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\03_check_v37_3_traceability_repair.ps1","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_2\global_reporting_code\03_check_v37_3_traceability_repair.ps1","1639","94D6C53B650C0F9971A21AF4F6445D9A1FD59AF4BABB7E7FB44EFCCB60004488","fixed","copy","Matched 2_code\99_reporting\*v37*"
